Epoch,Loss
1,1.6971220977558112
2,1.052459154440009
3,0.8513076749647627
4,0.7699597714850621
5,0.7277479738182162
6,0.704424295181073
7,0.6813785879878524
8,0.6631823183957094
9,0.6599146042551313
10,0.6502141560086553
11,0.6374631522234923
12,0.62863518510546
13,0.6176567694045002
14,0.6159096897018622
15,0.6063478487248747
16,0.6026330621716398
17,0.5919753061318249
18,0.5882503636505293
19,0.5775050552365202
20,0.5694644388204776
