Epoch,Loss
1,2.182991417298406
2,2.078887877256974
3,2.0304774171817375
4,1.9774977746217146
5,1.9105308825925271
6,1.749405569171313
7,1.7158363953880642
8,1.7064291794107567
9,1.6932123655117817
10,1.6638700110571725
11,1.5427997364020496
12,1.4438101675199426
13,1.418227505980071
14,1.3940151567044465
15,1.4030037992489264
16,1.4067685456009384
17,1.4038389425100006
18,1.384939392160925
19,1.388019633589324
20,1.387584326430137
