Epoch,Loss
1,1.001081569594626
2,0.4201597402925077
3,0.308241129291724
4,0.24590601920156005
5,0.22622746654919215
6,0.20202940253552443
7,0.18109576813645245
8,0.18995199861548703
9,0.16737064941329247
10,0.14458631300685568
11,0.1362908572213065
12,0.12557320854400997
13,0.13501081567095674
14,0.13869623136446343
15,0.11218010322393282
16,0.11195799931652428
17,0.11394747335070408
18,0.1147120497102693
19,0.1057437210956947
20,0.09894513762237862
