Epoch,Loss
1,1.5938025783307803
2,0.7385030096362096
3,0.5601429946674323
4,0.5130489468574524
5,0.460934171025057
6,0.42891505045920425
7,0.4172663103719676
8,0.40507986299369647
9,0.382096332330141
10,0.38644727250063643
11,0.37252434551345637
12,0.36736752583373405
13,0.3549570754077864
14,0.3624250593577853
15,0.34413255556769995
16,0.35575460249222585
17,0.34375994823734213
18,0.3365465905170263
19,0.3421361884160071
20,0.32069224794829115
